outer_test_subject,top_k,transition_weight,n1_emission_boost,mean_macro_f1,mean_n1_f1,mean_min_class_f1,mean_balanced_accuracy,std_macro_f1,selected
SC403,10,0.75,1.35,0.6755487527847638,0.32711418051633945,0.32711418051633945,0.6918464803552078,0.05869840485306129,False
SC403,15,0.25,1.5,0.6755487281674346,0.38676512346783104,0.35841776659934743,0.6972454334085297,0.06336236418300002,False
SC403,20,0.75,1.5,0.6751321196889719,0.3505113068459512,0.34642572355506995,0.6878448656891379,0.06475889706473754,False
SC403,10,0.25,1.35,0.6750678090863353,0.3714242338906793,0.3693601793996407,0.69574759985266,0.05955849610135798,False
SC403,10,0.25,1.2,0.6749330378805876,0.3517200167249622,0.3517200167249622,0.6963962934796925,0.0513717280171222,False
SC403,20,0.25,1.75,0.674801939259439,0.39501104061678777,0.37117852628867665,0.6956245370956721,0.06814173797865286,False
SC403,20,1.0,1.0,0.6747161569560954,0.29664875633786714,0.29664875633786714,0.6923238325429877,0.06857552383938129,False
SC403,15,0.75,1.5,0.6746956987839641,0.35994455718597684,0.32677664982452104,0.6929265768168451,0.07091932078374513,False
SC403,5,0.5,1.75,0.6745185098006322,0.3942192961535196,0.34979571764543405,0.6993140475444412,0.07244488199724887,False
SC403,10,1.0,1.1,0.6743388419115247,0.31518486227377074,0.31518486227377074,0.6911576651604634,0.05991693917361666,False
SC403,20,1.0,1.5,0.6743100652408023,0.34027611044417766,0.3379128662959437,0.6859195355085802,0.08029695324558535,False
SC403,10,0.75,1.0,0.6740588795314928,0.29576339375081007,0.29576339375081007,0.6958961326583182,0.06739632708334833,False
SC403,0,0.5,1.5,0.6740578970683214,0.3628333136134535,0.34415752460440474,0.6938917557167017,0.06545730002940985,False
SC403,10,0.25,1.0,0.6735726962891337,0.3336117068380743,0.3336117068380743,0.6979918766116598,0.05783959859218281,False
SC403,10,0.5,1.35,0.6730782054419926,0.34587135257642176,0.33245199773771206,0.6929391087965091,0.06116600492194783,False
SC403,15,0.75,1.75,0.6718131624832194,0.3813362088817783,0.3164955509376721,0.6941518545604743,0.07575087702425752,False
SC403,0,1.0,1.0,0.6716502447475892,0.291047208474755,0.291047208474755,0.6914192169914158,0.06840678684946902,False
SC403,15,1.0,1.1,0.6712107866993666,0.31186525145335214,0.31186525145335214,0.6904010297338876,0.07213070592818027,False
SC403,5,0.75,1.75,0.6706699268610219,0.3820822953145504,0.31988473704596,0.6962649205386408,0.07204640676345307,False
SC403,15,1.0,1.5,0.6705266897804769,0.33960037402472454,0.3279337073580579,0.6841167919890057,0.07795028462137295,False
SC403,5,0.25,1.75,0.669490471492941,0.38829967072324567,0.3621703174894148,0.697227452085963,0.05645660430557999,False
SC403,5,1.0,1.75,0.6691051854959851,0.36525316003452285,0.3011645157272424,0.6940780786170279,0.07276751721423765,False
SC403,15,0.25,1.75,0.6689030976431029,0.3971639825772533,0.35669725926940854,0.6920058312874524,0.07204645178472015,False
SC403,0,0.25,1.75,0.6682834575587343,0.383166119553635,0.3510174947215434,0.6898282843501696,0.06879843509698634,False
SC403,15,0.5,1.75,0.6680769202245893,0.38509740866273184,0.32248240252711413,0.6917338265202679,0.07839083105772526,False
SC403,0,1.0,1.5,0.6678018671669085,0.3341352684467259,0.31179312353507,0.6839146307115852,0.0752960340325754,False
SC403,0,0.5,1.75,0.6677681698542176,0.3726118605958903,0.32728680746863076,0.6908775210448922,0.06776804466998358,False
SC403,10,0.25,1.5,0.6670923659288788,0.3775616209024293,0.35247077886453054,0.6891900466180793,0.062223151093153774,False
SC403,0,0.75,1.75,0.6665863326917663,0.37266646887788796,0.31179269031049717,0.688632411171225,0.07798997058541711,False
SC403,20,0.75,1.75,0.6664032663698233,0.36891757140930476,0.31842508101461386,0.6835733929626807,0.08453504613287496,False
SC403,10,1.0,1.0,0.6659469509803053,0.2829888694906895,0.2829888694906895,0.6853668522348455,0.06797242771880517,False
SC403,15,1.0,1.0,0.6659037348012403,0.2844280164371039,0.2844280164371039,0.6869695042037323,0.0717217878361884,False
SC403,10,0.5,1.75,0.6655442887107339,0.38131338269755793,0.3287973758439192,0.6878128978537887,0.07441307080409147,False
SC403,10,0.25,1.75,0.6652207166179381,0.4024549288778723,0.36156603698020173,0.6884915041037603,0.07163063371605163,False
SC403,10,0.75,1.5,0.6640260899804631,0.33216337628228876,0.296349780250709,0.6829649228852027,0.06780239300095543,False
SC403,20,1.0,1.75,0.6623571946326817,0.3527231681750501,0.30190532582957524,0.6772281497490041,0.09003541468424603,False
SC403,10,0.75,1.75,0.662230311392211,0.36041770264362977,0.29767376554624436,0.6838493929046988,0.07837543758415519,False
SC403,15,1.0,1.75,0.6563773576883031,0.3548974927791851,0.28978115606883403,0.6745851052044923,0.08747670039519198,False
SC403,0,1.0,1.75,0.6558547984540588,0.35287306159388987,0.29341331860936326,0.6736097856005389,0.08399755752310928,False
SC403,10,1.0,1.5,0.6555436722134109,0.314029294140128,0.267458782660681,0.6734694698029519,0.0802478222586865,False
SC403,10,1.0,1.75,0.6517397237031342,0.3361232247525928,0.272763552525493,0.6707981328755018,0.08754899719312004,False
SC404,5,0.75,1.35,0.6810606387849756,0.34423777695032753,0.29683036954292014,0.7044461571065306,0.10967507049634927,True
SC404,5,1.0,1.5,0.6799901956811409,0.3398540694387421,0.2945338723944071,0.7010257186694469,0.1089203167260149,False
SC404,5,0.5,1.35,0.6793501474486605,0.3616635397465659,0.322040898237132,0.7006096374467706,0.1043652309202731,False
SC404,10,1.0,1.75,0.6791433616122738,0.35651925623373804,0.3071020068164886,0.7036719028765738,0.09391706206727654,False
SC404,5,0.5,1.2,0.6785890699580182,0.32485092942577537,0.28451130678426595,0.7013619453105978,0.10369861801859886,False
SC404,10,0.25,1.5,0.6784133356764894,0.39886185868342944,0.3527203464576271,0.7097315267713619,0.08556067999962447,False
SC404,10,0.75,1.5,0.6783848719478682,0.3530215225311142,0.30349771300730466,0.7031609846793275,0.09469743421525816,False
SC404,15,0.5,1.35,0.6782692883710618,0.34248287736334077,0.29888217097798897,0.7034894557516056,0.09160909078668925,False
SC404,5,0.75,1.2,0.6775959966085404,0.32605940319087734,0.28161495874643283,0.7005083630924892,0.11041539625797704,False
SC404,5,1.0,1.35,0.6768683379309259,0.3262537198117894,0.28247262528442624,0.6978720553848892,0.10935262649814198,False
SC404,10,0.75,1.35,0.6767663897817453,0.3559169521180524,0.30764109004908685,0.6991730253573307,0.09515835697981141,False
SC404,10,0.25,1.2,0.6767278712995068,0.36410711024471487,0.322721197320165,0.7046960927191094,0.08385237949260474,False
SC404,10,1.0,1.5,0.6766381439853426,0.3290245343263716,0.2835924355609395,0.6988242774253371,0.09536759905323487,False
SC404,10,0.25,1.35,0.6762854625530332,0.3821847036964918,0.3373863654586522,0.7061951711751528,0.08599423077029215,False
SC404,5,0.25,1.5,0.6749996309115953,0.3920449493226402,0.34959842244950495,0.7027272100012435,0.09667459202267267,False
SC404,10,0.5,1.35,0.6748665738567744,0.34227377399046544,0.29744871445575216,0.7020156899484155,0.08506190335986943,False
SC404,5,0.25,1.35,0.6746622450017011,0.36744779740902767,0.32808164800763995,0.7030774426654739,0.08623288720549462,False
SC404,15,0.75,1.35,0.674469756856453,0.3384195624494922,0.29188490898414565,0.6977303776498716,0.09724014728421818,False
SC404,15,0.75,1.5,0.6742675195885786,0.3430903422359733,0.29648840048840047,0.6974625516937676,0.0986338612990306,False
SC404,10,0.5,1.5,0.6733585493918156,0.37271784080509596,0.3246808893039413,0.7000456503816481,0.08948732264005044,False
SC404,5,0.5,1.1,0.6731468995027852,0.29888772070778813,0.25987277339095405,0.6969887206400169,0.10326332211435112,False
SC404,5,0.25,1.2,0.6728453921056123,0.3302667700619728,0.29203974892051554,0.7005467914709687,0.09057794504284544,False
SC404,20,0.75,1.35,0.6723100022906248,0.36170080401045396,0.32147589458590214,0.6939242728237763,0.10200619412592406,False
SC404,5,1.0,1.75,0.6722459718742456,0.3552129303056095,0.3102588018652425,0.6936767329256479,0.1062874873497359,False
SC404,5,0.25,1.1,0.6720018196011583,0.31831495463277915,0.2823206986474687,0.6982279908561926,0.09359592229020511,False
SC404,5,0.25,1.0,0.671782838473367,0.3020166865874183,0.2733481934367334,0.697704456385835,0.08631099830664027,False
SC404,15,1.0,1.5,0.671629523376885,0.3369005806579729,0.28972613348352577,0.6937674153380146,0.09638766159693929,False
SC404,15,1.0,1.0,0.6715910407667924,0.26494406052492375,0.26494406052492375,0.6904707480936307,0.09736904372047311,False
SC404,10,0.25,1.1,0.6714060431863932,0.32880344491948477,0.2937043031615682,0.6997614491424333,0.08280318685602073,False
SC404,20,0.25,1.2,0.6712227730705009,0.35133478711260896,0.30876821411648964,0.6985385643350435,0.08784289085507183,False
SC404,10,1.0,1.35,0.6710792832711295,0.3197902372458078,0.2775791819694259,0.6916728186301343,0.09599905463819192,False
SC404,20,0.25,1.1,0.6709216566813092,0.3477511172837212,0.3054897342510138,0.6965129746037544,0.08840353895175045,False
SC404,15,0.25,1.5,0.6709163580477095,0.3779967929892397,0.3351723218628818,0.6983154569313129,0.09256141060315395,False
SC404,0,0.75,1.35,0.6703383589226913,0.3122392193502378,0.26563727760266503,0.6967962954638123,0.10785814196362468,False
SC404,5,0.75,1.5,0.6702857416875627,0.3479320008506141,0.3035901994649328,0.6924620004028725,0.10863512925296961,False
SC404,0,1.0,1.5,0.6700723783007796,0.3192471707761134,0.27275806665989066,0.6948514368544026,0.10572473459709886,False
SC404,15,1.0,1.35,0.6699556094444228,0.31356962593996407,0.26868184539133566,0.6923669789581828,0.11364828311188598,False
SC404,20,0.25,1.35,0.6698695957284302,0.36404887376095474,0.3207485120894223,0.6992566129694889,0.0842369669325752,False
SC404,0,0.5,1.35,0.669704724250499,0.3388545993311009,0.2895395308379502,0.6986037883482992,0.09738406719732874,False
SC404,5,1.0,1.2,0.6696994960359623,0.2909130671453501,0.24758813011764227,0.6924099563742849,0.10323423291403487,False
SC404,5,0.5,1.0,0.6696155853912508,0.2780318536444849,0.23936505422197288,0.6953244008590854,0.10118667772857627,False
SC404,15,0.5,1.2,0.6695987136561034,0.3086758768621124,0.26798864716770626,0.6944965599142765,0.09562170437401019,False
SC404,15,0.5,1.5,0.6695949163905324,0.3589611927247943,0.3122651574825036,0.695266794033133,0.09733357027764261,False
SC404,0,0.25,1.0,0.6695551598274209,0.2969154170722572,0.2704297458807037,0.6990060709943655,0.08586739534065443,False
SC404,15,0.75,1.2,0.6690003952702309,0.3029010333439863,0.25690103334398634,0.6948281942366371,0.11520638506349705,False
SC404,15,0.25,1.1,0.6686938890264704,0.3131018306312424,0.28634858387799567,0.6925757272834019,0.08935202859926752,False
SC404,15,0.25,1.0,0.6686706068895977,0.29998135886272975,0.2760929543291639,0.6929345677371518,0.08801661622573868,False
SC404,10,0.25,1.75,0.6685182652849753,0.3924853779263657,0.34981255532374933,0.7022363827415625,0.08997508392475102,False
SC404,15,0.5,1.0,0.6684273922504232,0.2943815556046811,0.25945297439149567,0.6924271150026143,0.10578521325226518,False
SC404,0,0.5,1.2,0.6682295083218014,0.301824275797478,0.260902374674956,0.6938172932851735,0.09393616515758936,False
SC404,0,0.25,1.35,0.6682236992710893,0.3513524507094388,0.3102137110701369,0.7001924018815102,0.09501026091009333,False
SC404,15,0.25,1.2,0.6680786451097493,0.33222890019006523,0.294001879048608,0.6929172793927998,0.08923928335454971,False
SC404,15,0.25,1.35,0.6680452923612838,0.34870132031458495,0.3060701259190892,0.6950784931587932,0.08428062925979692,False
SC404,5,0.5,1.5,0.667912203066162,0.3472722047795446,0.3043932562953386,0.6931780424625629,0.09253390963902716,False
SC404,10,0.5,1.2,0.6678710284296872,0.31978412097535847,0.27471279101677587,0.6955743833701569,0.08838977186947462,False
SC404,20,0.25,1.0,0.6676241550673482,0.3236402419924114,0.2948442350884603,0.6929955340097643,0.08101243190074138,False
SC404,15,0.5,1.1,0.6673556040307819,0.297426950545134,0.2590203202873971,0.6927705481271609,0.09631820812235044,False
SC404,0,0.5,1.1,0.6673142767917403,0.28716726639359547,0.24624536527107338,0.6951180366622097,0.10148098022746564,False
SC404,20,0.75,1.5,0.6671728424659844,0.3468197007979159,0.30622157475504597,0.6918896793687922,0.10756978354353763,False
SC404,20,1.0,1.5,0.6669835661031251,0.34872041306351087,0.30351156785466565,0.6896940537345936,0.10378386165858651,False
SC404,5,0.5,1.75,0.6669833595886336,0.3665721128659652,0.3192036918133336,0.6960690730252175,0.09738557381404307,False
SC404,15,1.0,1.2,0.6669267704246963,0.2926390843191192,0.25021484189487675,0.6899654378212874,0.11304737618299371,False
SC404,15,1.0,1.75,0.6667735531343075,0.3504505803240982,0.30520171154581766,0.6892282895867313,0.10732880916895426,False
SC404,10,0.75,1.75,0.6667553724831699,0.3649061482284294,0.31835442409049836,0.6938519442391161,0.09642291566188717,False
SC404,0,1.0,1.35,0.666501999931393,0.30040756647853567,0.2538056247309629,0.6930420084072967,0.10519573962392362,False
SC404,0,0.75,1.2,0.6664556557857495,0.29044629661293764,0.243155656218849,0.6955118514554692,0.105134758634582,False
SC404,0,0.25,1.2,0.66617201256078,0.333415542550117,0.28954320962823377,0.6986100535431279,0.08969963077043802,False
SC404,0,1.0,1.2,0.6659101784984831,0.2893565180041099,0.24381196354866433,0.6927457240839507,0.10531919470792112,False
SC404,0,0.5,1.5,0.6658757104903096,0.358826035657303,0.31207278890405626,0.6952718330973158,0.09439090501014191,False
SC404,10,1.0,1.0,0.6658494355394308,0.24925765366972796,0.24925765366972796,0.6861759436499723,0.07546277745345245,False
SC404,10,0.5,1.1,0.665806528298477,0.2945564690106683,0.2543835130358255,0.6924484340701204,0.09636499728465767,False
SC404,10,0.5,1.75,0.6658031853150149,0.36492158618665477,0.31805966150046233,0.6957671899118496,0.0952380135316967,False
SC404,15,0.75,1.1,0.6657527571129253,0.28909751034527137,0.24487640481763315,0.6914377416051247,0.11578515956696595,False
SC404,20,0.5,1.2,0.6649870633830557,0.3273504339328469,0.284971595605063,0.6913093674170476,0.09283111061170289,False
SC404,15,0.25,1.75,0.6648034148121881,0.38525599253232484,0.34345874277217137,0.694753765774397,0.09437269284710291,False
SC404,10,0.25,1.0,0.6647756903080827,0.30472472711700727,0.271626085484122,0.6928793928640262,0.08480151366842507,False
SC404,15,0.5,1.75,0.6646437792100384,0.3666534596909507,0.3204349722959927,0.691909020551036,0.09940702002911932,False
SC404,5,0.25,1.75,0.6644861102892429,0.3800055034654071,0.339252378714193,0.694654699811745,0.09659880125303603,False
SC404,20,0.5,1.1,0.6642985279581854,0.3178354258370015,0.27655702768528795,0.6905734268466459,0.09181765209145036,False
SC404,5,0.75,1.0,0.6642072281604439,0.2680359362082326,0.2322069518645955,0.6885880161235932,0.10623432179622698,False
SC404,5,1.0,1.1,0.6638463812276415,0.26603002528701003,0.22419329059313248,0.6877595758352203,0.10589929193584073,False
SC404,0,0.25,1.5,0.6634775390025203,0.35061143628849073,0.3106058517019496,0.6956804968592143,0.09547847275757983,False
SC404,20,1.0,1.35,0.6633753762695724,0.3298807981666363,0.28532634272109175,0.686624034022971,0.10419864792080542,False
SC404,5,0.75,1.75,0.663357815535836,0.3487304694700339,0.30281435467974693,0.6892578773544801,0.10046312552178131,False
SC404,0,0.5,1.0,0.6631394985547396,0.27100073291487903,0.23062530464677117,0.6932934760853737,0.10615428619161918,False
SC404,5,0.75,1.1,0.6630849375665809,0.26871067554898387,0.22611327295158126,0.6887553178769047,0.10754997338716968,False
SC404,10,0.75,1.2,0.6630702650837922,0.2962686833579781,0.25026868335797814,0.6886340997605094,0.09800093323578696,False
SC404,20,0.25,1.5,0.6629742169891494,0.36297707473273644,0.3217347972239704,0.6925721107965416,0.0893558608550106,False
SC404,10,0.75,1.1,0.662800537813037,0.2882968479979823,0.24362679723656097,0.6884753406917923,0.09641960727157584,False
SC404,0,0.75,1.5,0.662645816137156,0.32496212187562906,0.2802132634281405,0.6878551341611855,0.10176233700613939,False
SC404,0,0.25,1.1,0.6624423528253154,0.30543191777496714,0.2620538335949962,0.6938746245455389,0.08462410039284582,False
SC404,10,1.0,1.2,0.6622993035685858,0.28325066713713876,0.24028391521898018,0.6859846713698937,0.09701028832089224,False
SC404,10,0.5,1.0,0.6622289066029134,0.2792923643364707,0.23980838473958072,0.6903340789865188,0.09477768668935119,False
SC404,20,1.0,1.75,0.6622260667575749,0.3448425700274447,0.30060293869103916,0.6863362135304165,0.1083337111822662,False
SC404,5,1.0,1.0,0.662195817108592,0.2502760849776581,0.20939210707710565,0.6875413349687314,0.09927320143328124,False
SC404,20,0.5,1.5,0.6621393024520453,0.3506554369373849,0.30882722982098965,0.6887462097906173,0.09233747940555097,False
SC404,20,0.75,1.2,0.6621219218441031,0.313040063780167,0.27324589568411217,0.6865002012615119,0.09910646140371682,False
SC404,0,1.0,1.1,0.6620902708007594,0.26591637770083876,0.2203718232453932,0.6906485530095228,0.10478119393980959,False
SC404,15,0.75,1.75,0.6617758706708541,0.3497722412032879,0.3032205170653569,0.6879348105411671,0.1008538692707763,False
SC404,0,0.75,1.1,0.6615901249286731,0.2679591946513168,0.22227391546349953,0.6912430005380873,0.10773129556434127,False
SC404,20,0.5,1.0,0.6611947755716028,0.29157225052517,0.255582661354425,0.6884661902322401,0.09663244053960918,False
SC404,15,0.75,1.0,0.660972832178492,0.2615373754749014,0.22744911256410333,0.6864740537597387,0.10936307006789928,False
SC404,0,0.75,1.0,0.6608360015917805,0.26044805936611753,0.2147627801783003,0.6914376626900038,0.10588360713560414,False
SC404,10,0.75,1.0,0.6607884147352163,0.2747444440503915,0.2331444440503915,0.6856182572396328,0.09471174926802828,False
SC404,0,1.0,1.0,0.6606791670459871,0.2591313000500094,0.21789418664794757,0.6864634422560355,0.10606723675989174,False
SC404,15,1.0,1.1,0.6589768793494122,0.26448957312045873,0.22254583910511344,0.6854500637500198,0.11112627728718566,False
SC404,20,0.75,1.1,0.6588853949946194,0.2910275738556058,0.2544367468422436,0.684255803309505,0.09924836609508667,False
SC404,20,0.5,1.75,0.6585054072932862,0.3613726031720982,0.32127026866618197,0.6873147802642932,0.09777013400348518,False
SC404,0,0.75,1.75,0.6582949295092945,0.3508454304393919,0.30462694304443394,0.6885249445864715,0.09753341524359024,False
SC404,20,0.75,1.75,0.6576307596946803,0.35342081126039976,0.30839916623875474,0.6859169681572262,0.09972110445017224,False
SC404,0,0.5,1.75,0.6573760912094293,0.36064953050735205,0.31547499251967237,0.6883996201014233,0.10326463893199782,False
SC404,0,0.25,1.75,0.6564220714942183,0.3731813501172748,0.3336804371531848,0.6924213700173883,0.09827653390778776,False
SC404,20,0.25,1.75,0.6563582514054056,0.36782008253079246,0.3277424141512373,0.689264272337023,0.0933758203973091,False
SC404,10,1.0,1.1,0.6560713882649085,0.25828447035676494,0.21520754727984187,0.6810846939611834,0.09144432289822767,False
SC404,20,0.5,1.35,0.6558995544000926,0.31449630211475144,0.273367688647554,0.6835790053845967,0.08974160402629923,False
SC404,0,1.0,1.75,0.6552033567896568,0.3163402762415962,0.2728812961972503,0.6817986691956847,0.10210148267883112,False
SC404,20,1.0,1.0,0.6533136828354321,0.24275475305848712,0.24195512715247824,0.6782320616177319,0.08696908379956864,False
SC404,20,1.0,1.2,0.6526066495440628,0.27814027020908455,0.2347059267747411,0.6787912784594277,0.10218845428246988,False
SC404,20,0.75,1.0,0.6522483132438887,0.26521368449167504,0.2303481605989648,0.6785970644693085,0.09807033198071706,False
SC404,20,1.0,1.1,0.6452420353157465,0.24954925020407143,0.2078189703058526,0.6731464050853568,0.09634230343055825,False
SC405,10,0.25,1.1,0.6623075073719498,0.3888100563328486,0.3888100563328486,0.6821669615545082,0.10569891899350321,True
SC405,10,0.25,1.2,0.6594542520540886,0.3905996785748049,0.3905996785748049,0.6801366412678588,0.0977331249677319,False
SC405,10,0.25,1.0,0.6573919178012062,0.3553072746623469,0.3553072746623469,0.6765148511746863,0.10496271946593874,False
SC405,5,0.25,1.1,0.6567310088012951,0.3793028763699521,0.37262647102449953,0.6792567583300027,0.10551899241277643,False
SC405,20,0.25,1.2,0.6552995438284507,0.39229536001612664,0.39229536001612664,0.6831465903890381,0.10177232232029675,False
SC405,20,0.25,1.35,0.6550019620519163,0.4103114150351231,0.4042743365232405,0.6837634007430407,0.09778020865042497,False
SC405,10,1.0,1.35,0.6546987670650422,0.33771541956560325,0.33771541956560325,0.6766656339809854,0.11513356845180968,False
SC405,0,0.25,1.2,0.6534470551593806,0.39221661501870375,0.39221661501870375,0.6778618299652321,0.09812758271430942,False
SC405,5,0.25,1.0,0.6533982918715762,0.35482565707891606,0.35482565707891606,0.6760488157254484,0.10170498447348594,False
SC405,0,0.25,1.1,0.6532706890145927,0.3701191153842574,0.36865087044913336,0.6764203213534666,0.10227417237811315,False
SC405,10,0.5,1.0,0.6529948075389309,0.318728739015709,0.318728739015709,0.6753572328223197,0.11140761771607566,False
SC405,20,0.75,1.5,0.6529262857103209,0.381147624859027,0.3661422943686219,0.6789292510929311,0.11423516617463134,False
SC405,20,0.25,1.1,0.651832469097595,0.37291112707302154,0.37291112707302154,0.6762392420650125,0.10138020092783645,False
SC405,5,0.25,1.2,0.6517983990808041,0.3743099990629391,0.3743099990629391,0.6770888075827679,0.10168844230427528,False
SC405,0,0.25,1.35,0.6515650402671372,0.39367899239166276,0.39367899239166276,0.6765743688466164,0.09094956028097331,False
SC405,10,0.75,1.2,0.651328381427675,0.32854099930536973,0.32854099930536973,0.6757048741721592,0.11852933292222098,False
SC405,10,0.5,1.2,0.6512414623719025,0.3550315222380721,0.3550315222380721,0.6761711987552828,0.11472953341028654,False
SC405,20,0.25,1.0,0.6511491610619007,0.3555443106235147,0.3550195858188606,0.6751759050784352,0.10567981701299035,False
SC405,10,0.5,1.1,0.6505943185815931,0.34074611437051827,0.34074611437051827,0.6752573015513452,0.1143209194453482,False
SC405,0,0.25,1.0,0.6504197647070519,0.351820635504846,0.351820635504846,0.6737250347890005,0.09911028068756249,False
SC405,10,0.75,1.1,0.6502718056768989,0.31500432155708014,0.31500432155708014,0.6743607973796497,0.1158821491593545,False
SC405,20,0.5,1.35,0.6502505170273806,0.3767719358985901,0.37454407461939165,0.6767653939592846,0.10921272755455932,False
SC405,0,0.5,1.35,0.650117843057863,0.37740964479923805,0.3758445305116417,0.6751770653292468,0.10399178941748033,False
SC405,15,0.25,1.0,0.6500255657837695,0.3393909441242113,0.3393909441242113,0.6726859254677515,0.09839916967953137,False
SC405,10,0.25,1.35,0.6498898792935044,0.39187195950210335,0.39187195950210335,0.6747413129819853,0.08621584223900032,False
SC405,10,1.0,1.2,0.649617667498325,0.2960826796053307,0.2960826796053307,0.6713578239429685,0.11393566182207411,False
SC405,10,0.5,1.35,0.6496038326099495,0.37773831086283816,0.3729490388321868,0.6738227748691985,0.10691357532131057,False
SC405,15,0.5,1.2,0.6495312182824288,0.3519944455588425,0.3519944455588425,0.6752915867178331,0.11074082401252064,False
SC405,15,0.25,1.2,0.649444462395658,0.3715680319118743,0.3715680319118743,0.6744002308447018,0.08953200841275058,False
SC405,5,0.25,1.35,0.6492762854937817,0.39899351736242455,0.3878631358076398,0.6771966064739099,0.09402704770496537,False
SC405,15,0.25,1.35,0.6486479196766554,0.38848876726193043,0.38848876726193043,0.6753978290578689,0.08907104627979572,False
SC405,20,1.0,1.5,0.648533447588058,0.3550811956957465,0.350012720758903,0.6769630215362623,0.11775199945732266,False
SC405,0,0.5,1.2,0.6481563382920873,0.37172038995401013,0.37172038995401013,0.6728122277564015,0.10861888388493199,False
SC405,20,0.25,1.5,0.6481428044166941,0.4031797025546677,0.386513035888001,0.6785918042245931,0.09143258972900895,False
SC405,15,0.25,1.1,0.6479783222408114,0.3497423037393144,0.3497423037393144,0.6719974933177575,0.09711485672910605,False
SC405,5,0.5,1.35,0.6476582356706734,0.36543231248556163,0.36442769279657733,0.6737781722109917,0.10883423914307455,False
SC405,10,0.75,1.0,0.6475421508681742,0.2978851632170518,0.2978851632170518,0.6714164841504392,0.11226437504315778,False
SC405,5,0.5,1.5,0.6474336968585448,0.38433107798375415,0.3679681042228212,0.6744669758041181,0.10625049439781954,False
SC405,15,0.5,1.1,0.6469320079917653,0.33348981782662523,0.33348981782662523,0.6725856258883967,0.10792732644250136,False
SC405,5,0.5,1.2,0.6467815045283485,0.3671168014469294,0.3671168014469294,0.6708034078359579,0.10373459016794462,False
SC405,0,0.75,1.35,0.6465604352659318,0.3758850877467011,0.3752764772309698,0.670836709720344,0.1100199312604827,False
SC405,20,0.5,1.2,0.6462074702583541,0.36093624987265854,0.36093624987265854,0.6717721061996693,0.10644548144349246,False
SC405,10,1.0,1.1,0.6458166804714515,0.2803167817492392,0.2803167817492392,0.6688022535682789,0.11317730384289601,False
SC405,0,0.5,1.5,0.6453274683484529,0.3856406407419275,0.3689977835990703,0.6712417003708967,0.10413635663492588,False
SC405,20,0.75,1.35,0.6452863067284587,0.35626326225345256,0.35626326225345256,0.6706617366196316,0.11061929223266057,False
SC405,0,0.5,1.1,0.6452425075248113,0.3524100353001536,0.3524100353001536,0.6703957634853976,0.10771376956035807,False
SC405,10,0.25,1.5,0.6451836682068082,0.4038320140501324,0.37866786685208687,0.6739046427114618,0.0881088062693575,False
SC405,20,0.5,1.5,0.6451836657433223,0.39093459522294516,0.3725029182043116,0.672472675474964,0.09515048125175372,False
SC405,10,0.75,1.5,0.6451710890519179,0.37713340673508045,0.34134030051943903,0.6731326007208974,0.10951713269845123,False
SC405,5,0.75,1.35,0.6448550636497592,0.35047087744943833,0.35047087744943833,0.667119389760702,0.10791688258311134,False
SC405,10,1.0,1.0,0.644626161089278,0.25955023047929554,0.25955023047929554,0.6669914162723283,0.11073570337198436,False
SC405,5,0.25,1.5,0.6444063282182795,0.4035462179665953,0.3889129924402498,0.6741393283082434,0.08314096265630015,False
SC405,15,0.25,1.5,0.6442152846067051,0.41178070961296775,0.3864567062620585,0.6733602885493981,0.09289372213867382,False
SC405,0,0.25,1.5,0.6439636657207827,0.39660798562474264,0.38126711831907745,0.6710709787542536,0.09053925931378634,False
SC405,10,0.5,1.5,0.6433789095170077,0.38290946263589715,0.34772457051161587,0.671589739413348,0.10691168982672287,False
SC405,10,0.75,1.35,0.6426579476263533,0.3385518372740203,0.3372535540122176,0.6677578211644847,0.10608098869072716,False
SC405,5,0.5,1.1,0.6424217163155574,0.3466935309834602,0.3466935309834602,0.6670651686729449,0.10171363236305336,False
SC405,15,0.5,1.5,0.6424189719596095,0.3833870044021931,0.3673155758307646,0.6688212468109753,0.10318971661428115,False
SC405,10,1.0,1.75,0.6419206359457055,0.36028960254992753,0.32062954589270376,0.6690079722424068,0.11306544887786646,False
SC405,20,0.75,1.75,0.6412775203690819,0.38951746045738234,0.35542919754658425,0.6693984734447435,0.1101355454834642,False
SC405,15,0.5,1.0,0.6409425362007906,0.30761045649891255,0.30761045649891255,0.6675848816985075,0.10725542422471034,False
SC405,0,1.0,1.5,0.6406913084965901,0.369445461328741,0.36315374480168344,0.6617623570142197,0.09994054372834646,False
SC405,5,1.0,1.35,0.6405997551181273,0.3227197094400311,0.3227197094400311,0.6626140321439837,0.10617742323385909,False
SC405,5,0.75,1.5,0.6404347741350529,0.3616312177567846,0.3264916580160153,0.6694647200531484,0.109389160764396,False
SC405,5,0.75,1.75,0.6402595717182279,0.38240019035309025,0.35023364325998657,0.6681424026094447,0.11057591526120135,False
SC405,0,0.75,1.2,0.6402580308801108,0.3393230277812802,0.3393230277812802,0.6663442541766771,0.10881469826342133,False
SC405,0,0.75,1.5,0.6401766427260022,0.36033629655956184,0.32738560590309895,0.6691405625237417,0.11086288943944063,False
SC405,10,0.75,1.75,0.6400913595809936,0.3871220855364615,0.34658875220312807,0.6686549596546911,0.11136192550958535,False
